Hugo_Symbol	Entrez_Gene_Id	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004
PRMT6	55170	8.4136	9.6528	8.8704	8.7415	9.0795	9.4778	9.7228	8.6294	8.1548	8.2992	8.4798	10.6193	8.9248	8.4094	8.3794	8.8918	8.7142	9.2192	8.8887	8.858	9.3332	10.3619	9	8.6865	8.3576	8.3837	8.1293	8.7415	8.375	8.8734	7.9248	8.3663	8.9396	4.9069	9	9.0498	9.0056	8.8202	9.0084	9.1774	9.4179	8.5699	8.1649	8.5925	9.0279	8.9744	9.3987	9.1649	8.8486	8.1898	7.0224	9.2738	8.9337	8.6184	8.388	9.2877	7.9129	9.3421	8.8329	8.0444	9.3794	8.0279	8.5999	7.9542	8.7245	9.6402	8.4838	8.3264	8.3707	8.6439	8.0607	8.6689	9.1472	9.1111	9.1163	8.5157	8.098	9.1799	8.2432	9.716	9.4305	9.3487	8.9189	8.7549	8.1344	7.8265	9.4635	5.2854	9.445	9.0334	9.0526	8.9773	8.8329	8.8074	8.6546	6.4757	8.2621	9.2143	8.8424	9.2216	9.3038	6.1085	8.9801	8.7039	9.7781	8.9129
PRMT7	54496	8.4051	8.5812	9.0526	7.8329	8.8138	8.8041	9.2877	8.9801	9.2432	8.6795	8.7977	9.0768	8.7245	8.7549	9.3332	9.4635	8.8704	8.8765	9.1972	9	8.9715	9.4635	8.2668	9.014	8.8361	9.4157	8.6582	8.8611	8.4757	9.2761	8.7004	8.8978	9.0417	9.3083	8.8074	9.224	9.4778	8.7415	9.2597	8.9801	8.7944	8.983	9.1267	9.3309	9.0634	8.8517	8.0875	9.0028	8.8611	8.7781	8.585	9.3859	9.3597	8.7142	8.8549	8.4635	9.1396	8.543	9.1059	8.6618	8.1085	9.0741	8.3354	8.7039	9.1007	8.8486	9.6018	9.1724	8.9773	9.2046	8.9218	8.7039	9.1189	8.8202	8.9858	9.2503	8.5661	8.9773	9.0279	8.8234	8.3837	8.7108	9.1548	9.3966	9.1267	9.1874	9.1972	8.7912	9.1972	8.7108	9.2738	9.5603	9.2831	8.8361	9.0661	8.8329	8.6036	9.1497	9.4676	9.1749	8.611	8.8887	8.5584	8.4471	8.9159	8.9542
PRMT9	90826	8.5925	8.1189	8.6935	8.9858	7.9887	8.6257	8.5887	8.1189	8.5812	8.0553	8.2621	8.9425	8.9396	8.2288	7.7879	8.1898	8.5736	7.6073	7.7211	9.0084	8.1699	9.3729	8.8138	8.0768	7.9009	8.3966	8.3354	8.7912	8.0768	8.3309	8.0875	9.0168	7.8138	8.7415	8.4553	8.0821	8.2046	7.9009	8.2527	8.4594	8.7142	8.3576	8.0334	7.9248	8.3083	7.5546	8.6795	8.6294	8.3038	8.4553	8.9858	8.7582	8.5925	7.8642	8.3619	8.1849	7.7415	7.8265	9.1137	8.0444	9.5868	7.7142	8.4998	8.0715	8.5353	9.2046	7.983	8.0661	7.9715	7.9189	8.224	7.9542	8.4512	8.6073	8.2854	7.8642	8.5118	8.2336	8.6582	8.1699	9.1699	8.1997	9.0875	7.3576	7.9189	8	8.29	7.7944	8.1447	7.8455	7.8265	8.1699	8.4757	7.9248	8.2143	8.6582	8.7313	8.9307	7.4429	8.8297	8.1033	8.1344	8.3354	8.6724	8.4346	7.7415
PRNP	5621	10.5641	10.2609	11.1079	10.3783	11.0539	10.8696	11.1555	12.0018	10.5353	12.6887	10.5981	10.3151	10.4727	11.4486	11.2222	9.5962	11.7207	11.1972	11.0974	11.5831	11.4589	11.9012	11.7482	11.7347	11.9549	10.8742	10.7474	11.592	11.3354	10.6366	9.683	11.6653	10.8517	11.0755	10.8281	10.3365	11.592	10.6502	12.1802	11.007	11.1319	10.7389	11.1966	11.0908	11.2312	11.6631	10.7398	10.545	10.2946	11.0681	11.6644	12.5372	10.8074	11.204	11.0993	10.23	10.9381	11.3961	11.5333	11.5708	11.5333	11.6573	11.3247	10.796	12.061	12.6959	10.7474	11.5517	10.7499	11.6591	10.5784	10.9359	10.9366	10.6926	11.3886	10.6439	11.856	11.464	11.6161	10.8525	12.3219	10.8549	11.4315	10.6546	11.3476	11.0974	10.6546	10.7457	11.923	10.0928	10.3298	11.6161	12.1244	11.2234	11.115	11.4263	11.7377	11.8345	10.2408	10.7814	12.059	11.6312	11.1026	11.8576	12.1431	10.8486
PROCR	10544	8.9069	11.0049	9.1396	9.1111	9.224	10.4828	10.7185	10.6742	9.1749	9.3923	9.5488	10.6303	8.5314	10.1331	8.7715	9.3421	9.0307	9.0715	10.3117	10.5981	10.5137	11.851	10.3619	11.0861	10.3955	8.9915	10.6092	10.0307	9.7582	11.4351	9.1523	10.7515	10.7211	9.9527	9.6036	9.8933	11.5343	10.3685	10.8392	9.9614	9.9204	10.0168	10.3264	8.2336	9.6384	11.2668	11.3971	9.7682	11.3641	8.5999	8.8857	10.8572	10.1267	10.3987	9.7432	8.9715	8.224	9.733	11.2113	11.2906	11.0396	8.5962	9.8688	9.1972	10.5784	9.1267	9.3576	9.6018	8.8918	9.8887	10.0084	9.1898	9.4157	10.8626	10.4491	9.2574	9.4136	10.2216	10.4273	9.7928	11.6551	8.9571	8.224	9.4073	10.5294	8.858	11.8933	8.8948	11.0815	8.2192	9.2503	8.3309	10.6847	10.3707	9.611	9.3264	9.8281	11.2732	10.4594	9.5118	10.4878	10.444	10.6448	10.6411	10.69	8.8009
PRODH	5625	6.1293	5.6147	5.5236	4.9542	8.3083	9.8887	6.5546	3.4594	9.7262	4.6439	6.5546	6.1699	2.8074	8.4757	7.2761	3.3219	4.585	5.2854	7.1396	5.2095	6.1898	8.224	7.0444	5.7814	5.9773	9.3376	8.1447	9.2644	6.3399	4	5	6.8704	7.2288	8.9972	3.4594	4.8074	5.4919	5.9069	6.7814	6.0661	2.585	7.2854	4.1699	6.5236	3.1699	6.6147	5.1293	4.585	7.2192	8.1085	11.0014	5.5236	6.1085	6.6147	4.8074	7.2761	4.1699	2.8074	5.5546	6.3576	8.7515	3.3219	7.4838	6.5999	6.5699	6.0661	6.5999	5.0875	8.1033	7.2192	6.6582	4.8074	7.8138	4.5236	6.4263	6.5546	4.1699	6.1699	7.8074	4.3219	4.7004	8.9542	7.3487	4.585	5.2854	4.3923	5.8826	6.2095	4.9069	8.1396	4.1699	6.5999	4.1699	7.4998	4.4594	6.7944	7.6724	4.8074	7.7415	7.585	4.4594	4	4.7004	9.6221	8.3966	4.3219
PROM1	8842	11.5319	6.9542	10.352	11.137	10.6742	12.4273	8.3083	8.7748	11.8222	5.8329	12.1043	10.9758	13.8645	11.7372	11.0355	10.8138	10.0821	11.9794	12.5108	11.9148	11.0546	10.1984	10.84	11.6147	10.2946	11.098	12.7097	6.5546	9.8424	12.8414	9.8408	12.2825	10.9672	8.4051	11.1157	10.3421	9.6312	11.4278	10.3083	12.5211	12.1347	9.7928	12.0566	7.8074	10.8564	11.7969	9.9189	11.7406	12.5922	10.5245	10.6987	9.6202	11.2186	9.5372	11.4299	10.8194	10.9801	11.204	9.6511	10.7715	11.2473	11.1755	9.5488	8.8549	9.1319	9.2992	10.5236	9.9009	10.5999	10.3443	10.8329	11.1331	11.8094	10.2668	10.8478	11.5892	11.3614	10.6138	10.3197	12.0845	8.0553	11.3663	10.8842	11.3117	10.043	7.3837	6.6582	10.1886	10.8941	10.0375	11.2155	11.7309	12.5817	8.9366	11.42	10.3966	10.0375	5	11.1699	12.3666	11.2761	12.4152	12.4979	9.6348	9.0362	11.3247
PROM2	150696	8.3309	7.1085	8.3663	8.4305	6.1497	8.8329	6.5078	7.4263	8.5353	4.585	9.6812	6.7682	8.4221	6.6147	6.9658	4	6.7004	8	8.4878	7.6865	4.7004	5.4263	6.1898	7.375	6.8455	6.3219	5.9307	4.585	7.0661	3.3219	7.2574	7.0112	8.5812	9.6165	9.7879	8.9396	1.585	6.6439	6.3219	9.4263	8.4998	8.0768	9.1898	5.4919	3.4594	7	3.585	8.9337	3.1699	9.7764	6.7415	8.7279	6.8074	8.0498	6.4919	4.858	8.2808	6.9307	8.5736	5.9542	6.5078	6.2479	9.9614	5.9542	6.4919	8.4553	7.2288	5.5236	6.7944	6.1898	4.6439	7.4429	7.8265	6.375	7.5546	7.9366	8.8297	9.7649	7.9944	3	7.6724	8.9571	2.8074	7.2384	4.585	8.6402	6.2854	7.4838	8.0553	8.388	5.8826	9.9816	5.2479	5.3219	7.6511	9.0768	8.0715	8.7515	9.1699	7.2668	6.3576	6.8704	8.7582	6.8826	3.7004	8.9542
PRORSD1P	344405	6.1293	5.5546	6.7142	6.3219	5.7279	5.8074	6.3038	5.1699	6	6.375	5.4263	5.9307	6.4263	5.9542	7.0334	5.2854	6.0661	6.0875	5.2854	5.7814	6.6294	5.6724	4.9069	6.1085	6.2854	5.7004	5.4919	4.7004	4.9542	5.6724	6.1898	5.8329	6.0444	5.4919	6.3923	6.3038	5.8074	6.0661	5.3219	6.0224	6.4919	5.6439	6.2479	6.0661	6.5236	5.6439	5.2479	6.6147	5.3576	5.7279	4.858	4.585	6.1085	6	6.2479	7.0553	5.8074	5.2854	5.2095	5.5236	5.4919	5.9542	4.3923	5.4919	5.8074	5	5.5546	7.1085	5.7549	5.9773	6.0224	4.9542	5.6147	5.3923	5.6147	6.4594	5.8329	5.3923	6.2288	5.7004	3.9069	5.3576	5	6.9773	6.1898	7.2384	5.858	6.2854	5.3576	6.5236	5.6724	5.7814	5.7279	6.0224	6.7279	5.6724	5.8329	5.7549	6.2288	6.3576	6.1085	5.7549	6.0661	5.6147	5.2854	6.2288
PROS1	5627	10.9794	12.0053	10.6008	10.4221	10.1824	11.823	11.0901	8.8918	11.1105	10.8178	9.5981	9.7665	10.2597	9.2691	9.0224	7.5546	9.676	9.3443	10.4019	10.4062	11.4131	11.9031	10.6961	10.1085	11.1966	10.0821	12.6282	9.683	9.4325	10.3663	8.3309	11.8162	8.9159	11.3259	11.1176	8.0168	11.7785	10.4189	10.7532	11.7731	9.3902	10.218	10.5058	8.9571	10.5137	10.5127	9.7465	10.115	10.0688	10.3151	8.8765	10.5915	10.3026	11.3231	9.6275	9.9114	9.3038	10.6493	10.4645	10.3376	12.0492	9.4157	10.9218	10.8098	10.7305	10.0674	9.0526	8.9454	9.6202	9.4717	9.5603	9.7549	9.5981	9.255	9.3197	10.8122	9.9099	9.733	10.6475	9.8796	10.444	9.1548	10.1319	9.2143	11.0881	12.1137	11.1293	7.2854	11.1737	9.3151	10.5255	10.8471	11.3619	9.2877	11.6334	9.3641	10.4168	10.643	8.7944	10.5098	10.6944	9.5699	11.0841	10.8734	11.7069	9.9381
PROSER1	80209	9.9858	11.2058	9.9484	10.5727	11.1176	9.3794	9.8106	10.8106	9.5887	10.7903	10.9285	8.8826	9.8872	10.5068	12.0573	10.8903	9.6935	11.7703	10.9823	8.2432	8.7313	8.1396	8.8796	12.0123	11.8704	9.3219	10.7237	9.9293	11.1157	9.4409	11.2691	9.7364	10.7125	9.9744	9.1997	10.3848	10.1762	12.0434	10.4969	10.5981	9	10.9248	11.6375	10.6073	11.3095	10.374	8.3663	10.774	11.2627	9.5622	9	8.96	11.5483	10.2668	10.8321	10.1762	11.5304	11.0396	9.8765	10.8734	8.4388	10.4263	9.5584	9.8439	10.3117	9.4512	11.5632	11.0728	11.6357	11.3559	11.3587	11.3559	10.5343	10.043	10.5546	11.098	11.8681	10.5157	8.7415	10.7698	6.4594	10.0279	9.8455	11.8357	10.352	12.2685	9.2877	11.0035	9.2854	11.1743	11.1389	10.6384	10.4696	10.764	11.6152	8.3966	9.3902	8.5507	10.8525	10.6312	10.1923	10.5353	11.1712	9.4009	9.5755	10.5177
PROSER2	254427	7.4919	7.4512	6.2288	5.2854	7.0553	4	3.4594	6.5236	3.1699	6.6865	6.4263	7.3837	2.8074	7.6294	8.1749	7.0444	6.0661	7.4179	7.7142	6.4919	6.4094	3.3219	5.8329	6.5699	7.7415	4	3.1699	2.585	7.4346	7.1599	6.6294	3.8074	6.7549	3.1699	7.0112	5.3576	7.4094	8.0444	7.0112	6.6724	5.9069	7.1799	6.5078	6.8329	7.3576	6.8074	7.4009	7.1699	6.6294	6.9189	7.2479	7.1898	7.9009	7.9069	7.2384	6.4094	7.6724	8.2621	8.0224	6.8948	7.0112	7.5546	6.7279	4.3219	7.1293	7.3837	7.7682	8.098	7.5392	7.2761	7.3309	6.3576	4.8074	6.3399	7.7415	7.5157	7.2288	6.7814	6.3219	7.0334	5	6.375	6.585	8.3923	7.0768	7.7549	6.5078	2.8074	7.8704	5.0444	7.3219	7.3399	6.9425	6.6439	7.1799	4.7004	7.5078	6.1085	6.8202	7.0768	7.3837	7.0875	7.7004	5.7549	7.4676	6.7814
PROSER3	148137	4.3219	5.3923	5.4919	5.2854	6.5236	4.858	3.9069	5.2854	5.1293	5.8074	6.1898	2.585	6.0224	5.3923	6.2479	6.2668	5.4919	5.9773	6.4263	3	3.8074	2	3.7004	5.2854	5.9773	6.3219	5.3219	5.4263	6.8948	4.6439	5.7549	5.1293	5.7279	5.7814	4.4594	4.9542	3.7004	4.7004	5.7279	6.3576	4.7004	6.585	5.858	6.2288	5.6147	5.0875	3.4594	4.7004	4.8074	5.3219	4.0875	3.8074	6.2479	6.4263	6.2479	5.9069	6.3219	5.2854	3.585	5.3219	2.3219	5.9542	4.9069	5.1699	5.1293	4	6	5.4263	6.4594	6.4263	6.0444	5.858	5.8329	5.7004	5.3219	5.2479	6.2288	5.585	5.6439	4.7004	1	5.6439	5.8329	5.6147	5.3576	5.9069	3.3219	6.5392	3.585	6.8329	5.6439	5.2095	5.0444	6.2479	5.4594	3.4594	5.8826	3.4594	6.2095	5	4.2479	5.8329	4	5.0875	1	6.0661
PROX1	5629	6.9658	9.2479	8.9039	10.0539	9.5196	8.4878	9.0553	9.9858	9.7797	10.5304	9.4009	9.8564	10.2866	8.5622	11.9604	10.6275	6.0444	10.9166	11.0056	8.4221	8.1189	7.6294	7.7074	10.5187	10.8781	9.29	10.5953	7.6073	9.0224	9.5157	9.633	8.4221	9.0715	9.4009	7.4429	8.1085	9.2167	9.5793	9.9498	12.365	9.7582	10.1472	10.8727	10.4336	11.0014	9.4818	6.5078	9.1033	10.268	9.0634	7.7814	9.0661	9.611	8.2808	11.1718	9.8673	11.2597	10.2155	8.7748	9.2216	8.4221	8.7482	6.8826	8.2715	10.2503	9.2192	10.2348	10.7134	10.8994	9.7279	10.2621	9.6987	9.388	9.5718	10.3696	10.5304	11.3106	10.2046	8.7415	10.2958	4.6439	8.2574	8.2384	11.3371	10.3343	10.4584	8.8486	9.4263	8.7549	10.8009	9.8041	12.1548	10.352	10.3641	10.5392	8.5078	8.0389	7.7211	8.0389	10.3174	8.8297	11.6587	9.3443	7.3399	8.8009	10.2503
PRPF18	8559	9.5216	8.4094	9.2621	9.0795	8.6475	9.4737	8.7004	9.0056	9.3966	8.5699	8.7977	9.0768	9.3531	8.8826	8.4635	8.9887	9.4471	8.817	8.9159	9.6812	9.2808	10.3376	9.6239	8.9159	8.8765	8.9189	9.3531	9.1472	8.1396	8.9009	8.6689	9.4533	8.6366	9.7977	10.2656	9.0196	9.1874	8.676	9.1421	8.9009	9.5943	8.8673	8.585	8.7177	9.0056	9.0444	10.2479	9.5999	9.0875	9.0471	9.6742	9.6073	8.29	8.8009	8.6795	8.5812	9.0334	9.3376	10.6193	8.8361	9.9263	9.3106	8.9687	9.4878	9.0362	9.6439	8.5661	8.4919	8.7582	8.3487	8.5736	8.5774	8.9773	9	8.9159	8.6724	8.8329	8.7313	9.6073	9.1085	9.9293	8.8265	8.9396	9.1799	8.7846	9.1674	9.3619	8.6511	9.8281	8.6865	8.7846	8.7715	8.9687	8.611	8.7879	9.1724	9.5488	9.4179	8.8329	8.9099	9.3421	8.8642	9.4221	9.2597	9.5469	9.3309
PRPF19	27339	11.0021	11.6856	10.9256	10.6961	11.9189	10.8619	11.3197	11.1592	11.1286	10.7895	11.8525	11.2923	10.1344	11.2662	11.4635	11.7035	10.9337	11.7436	11.4009	10.7465	10.3587	10.6996	10.8162	10.9454	11.1273	11.584	10.9381	11.2009	11.3869	11.0389	11.5722	11.0182	11.5911	10.9248	10.9374	11.294	10.6448	11.043	10.8887	10.9766	10.444	11.2586	11.6416	11.3038	11.1636	11.1364	10.8572	10.7389	11.4868	10.8895	11.0755	10.8903	11.3026	11.2095	11.3253	11.03	11.4773	11.1286	11.0203	10.9513	10.0848	10.952	11.043	11.628	11.3663	10.825	11.6294	11.87	11.6027	11.6032	11.8368	11.4429	11.5333	11.0279	11.0741	11.2986	11.2906	10.9651	10.6092	11.6184	10.7781	11.5328	10.8849	11.4838	10.6239	11.6786	11.2252	11.741	11.0105	11.2644	11.7283	10.9929	10.9403	11.3332	11.3918	10.4041	10.363	10.8811	11.5093	10.9513	11.1325	11.8321	10.9564	10.3298	10.9476	10.8948
PRPF3	9129	9.5546	9.4838	9.9218	10.2808	10.5401	10.275	10.5324	10.2831	10.0782	10.3015	9.8329	9.6564	10.0901	9.8408	10.3376	10.0888	9.8918	10.2058	10.1923	9.9658	10.2204	9.973	9.6883	10.2408	10.2324	9.9396	10.1861	10.0196	10.4543	10.7356	10.66	10.5127	10.0293	10.3794	10.0389	10.2033	10.8603	9.7074	10.3945	10.0512	9.7665	10.0967	10.0795	9.8857	10.363	10.5507	10.0389	10.1874	10.2167	9.6511	10.7185	9.8009	9.8025	10.1306	9.4594	10.1749	10.4346	10.0782	10.5517	9.9352	10.7846	10.0182	10.1059	10.69	10.4231	10.4073	10.3106	10.3309	10.4757	10.42	10.7952	10.1319	9.8549	10.1935	10.0458	10.611	10.1861	10.4305	9.8486	11.1706	9.9901	9.4325	10.151	10.5392	10.4868	10.2276	10.8948	9.9614	10.3597	10.1033	10.4346	10.4336	10.242	10.1737	10.1085	9.7381	10.6768	10.0914	10.3597	10.5622	10.3004	10.7723	10.3977	9.8564	10.1662	10.4939
PRPF31	26121	8.7846	9.7004	9.6671	9.6724	9.8376	9.7177	9.8963	9.5999	9.9009	9.5943	9.9816	10.0056	10.1536	10.1787	10.1497	10.0848	9.8796	10.0028	10.4346	9.8549	9.7448	9.4051	9.4798	9.9944	9.8765	10.1812	9.4939	10.6036	10.1586	9.8765	9.7912	9.2046	10.1215	10.611	9.9701	9.9858	9.6439	9.7549	9.6184	9.8218	9.5793	9.9204	9.9787	10.1033	9.8471	9.6528	9.5603	9.5137	9.9024	9.6366	9.6511	9.2831	10.3869	10.1319	9.4594	9.7632	10.2808	9.6475	9.3945	9.5868	8.8826	9.2527	9.4656	10.2842	9.7398	9.3465	9.9915	10.2167	10.224	10.2691	10.0417	9.8041	10.1434	10.1787	9.8361	9.7814	10.0901	9.8765	10.062	9.6294	9.2192	9.8765	10.3891	10.0348	9.7715	10.0701	9.9263	10.0728	10.0808	10.0014	10.1886	10.0661	9.6457	10.5999	10.0417	9.2312	9.5275	9.545	10.0634	9.5333	9.7364	10	9.585	9.4979	10.1085	10.0674
PRPF38A	84950	10.2192	10.0967	10.098	10.4959	10.5058	10.3061	10.5411	10.4564	10.4512	9.7599	10.3476	10.3174	10.4788	10.1972	10.0417	10.5755	9.9381	10.4242	10.0014	10.3945	10.7657	10.0485	10.007	10.5632	10.3945	10.3966	10.4284	10.341	10.6591	9.9114	10.6092	10.2082	10.4273	10.8502	10.733	10.2276	10.3163	9.9972	10.0741	10.5028	10.2192	10.3576	10.2119	10.0334	10.3174	10.4062	10.1911	10.4533	10.7288	9.9556	10.4564	9.9084	9.858	10.2408	9.7944	10.1046	9.6707	10.341	10.5575	10.3955	10.0795	9.8408	10.0875	10.4707	10.6439	10.3231	10.3354	9.9901	9.8811	9.9858	9.9629	10.2264	10.3608	10.2143	10.2348	10.5362	10.0098	10.3242	10.2396	10.5137	9.9233	9.796	10.1202	10.9322	9.7004	10.792	10.7134	10.1674	10.3083	10.3815	10.4168	10.0701	10.3587	10.1536	10.2324	10.0182	10.1111	10.3977	10.5498	10.3197	10.4522	10.151	10.42	9.9204	9.6439	9.6742
PRPF38B	55119	10.4009	10.3663	10.944	11.1131	11.1567	10.7846	10.6239	10.9614	10.7632	10.3476	10.4686	11.1517	10.6978	10.6421	10.6393	10.9887	10.4858	11.0091	10.7541	10.6724	10.5736	10.774	10.6839	10.6821	10.585	10.7731	10.8857	10.6147	10.3794	10.633	11.0681	10.5206	10.4062	11.0464	10.9944	10.7039	11.0182	10.6493	10.6671	11.1668	10.8463	10.7185	10.6724	10.4939	10.7549	10.643	10.7074	10.8242	11.0478	10.5245	11.1209	10.6627	9.8918	10.5981	10.3197	10.4979	10.4315	10.9758	11.0532	10.4919	11.058	10.2264	10.9432	10.2574	10.8533	11.0974	10.8447	10.3197	10.6917	10.5137	10.5774	10.5137	11.0369	10.7912	10.9513	10.8865	10.5536	11.1163	11.0112	10.8074	10.6138	10.5812	10.7781	11.0748	10.2082	10.1911	10.5527	10.8595	10.5803	10.8978	10.4898	10.6627	10.4273	10.5641	10.6644	10.4959	10.3151	10.7082	11.2064	10.7313	10.6046	10.7364	10.6777	10.6528	10.5821	10.4778
PRPF39	55015	9.6671	8.5622	9.8963	10.0888	9.5774	9.2668	9.3815	9.4221	9.9901	9.7682	9.7682	10.2082	9.8781	9.9687	9.4939	9.8549	9.9039	9.3794	9.3264	10.0715	9.6636	9.8009	9.6221	9.5755	8.9915	9.5177	9.2831	9.9396	9.9701	9.6618	9.6294	9.7279	9.5392	9.9069	9.9801	9.6402	9.6671	9.2738	9.7532	9.6348	9.6257	9.7582	9.1724	9.2621	9.3966	9.2503	9.7211	9.4594	9.2167	9.4696	10.1836	9.6582	9.0334	9.7398	9.7698	9.6184	9.1774	9.9129	9.6812	9.7415	10.0795	9.2503	9.9129	9.983	9.7912	10.5459	9.8626	9.7715	9.9844	9.3106	9.8408	9.3487	9.8486	9.9039	10.0403	9.5718	9.9658	9.7632	10.375	10.1586	10.3095	9.3354	9.8857	9.3083	9.6384	9.137	9.5507	9.7566	9.3061	9.8297	9.2923	10.0674	9.3376	10.4136	9.5078	9.5603	9.7944	9.6689	10.2808	9.6129	9.4594	9.5157	9.5018	9.611	9.545	10.0042
PRPF4	9128	9.6366	9.9425	9.8041	10.1137	10.5498	9.7398	9.9009	10.0941	9.8517	9.5661	10.0042	9.5118	9.716	10.2348	10.4838	10.0251	9.9218	9.8657	9.7846	9.7912	9.9484	9.0334	9.7415	9.7142	9.7649	9.8564	9.8688	10.8138	10.6375	9.5755	10.1383	9.9484	9.7879	10.0755	10.6027	10.032	9.3443	9.9858	9.1724	9.7649	9.5118	9.8657	9.7415	10.5498	9.1774	9.9366	9.2479	9.5353	9.5774	9.7632	9.9484	9.1215	9.1624	9.7211	9.8781	9.9513	9.9527	10.2252	9.6528	9.6384	8.8202	10.058	9.6036	9.8486	9.9024	10.2644	9.8455	10.1033	10.0348	9.8626	10.1228	9.9084	9.9658	9.9084	9.716	9.8074	9.7004	9.2784	9.7731	10.2491	8.9278	9.7279	10.2192	10.0042	9.6546	10.0498	9.944	10.6935	9.8074	10.0279	10.2372	9.5392	9.5793	9.8903	9.4073	10.0154	9.3576	9.2408	10.2969	9.4757	9.585	9.7515	9.7846	9.7074	9.2479	9.6777
PRPF40A	55660	12.4702	12.5073	12.2402	12.3177	11.7887	12.4014	12.683	12.0213	12.2726	11.7801	11.7879	12.8615	11.7814	11.7215	12.057	12.0224	12.5253	12.0741	12.3035	12.983	13.061	13.0866	12.4553	12.2848	11.8082	11.8021	12.1147	12.3715	12.1322	12.4197	12.2969	12.4535	11.8443	12.3089	11.8297	12.0785	11.9476	12.4773	12.4089	12.0835	13.1124	12.1908	12.2288	12.2237	12.425	12.3295	12.9826	12.6569	12.4312	11.6644	12.9771	12.5936	12.1665	11.7258	11.8708	12.2378	11.1836	12.183	13.1249	11.8037	13.0104	12.3501	12.2006	12.3245	12.2079	13.0928	11.1917	11.7465	11.9919	11.7427	11.7826	11.1755	11.9381	12.3576	12.4453	12.444	12.512	12.2586	12.5406	12.2453	13.0464	11.8525	12.3348	12.2874	12.272	12.239	13.1357	11.8887	12.2992	12.0668	12.3551	12.5878	12.2456	12.0993	11.8341	12.635	12.1843	11.8533	12.3644	12.365	12.2122	11.9944	12.3907	12.0334	12.3966	12.3886
PRPF40B	25766	6.8329	7.5392	7.0661	7.9189	7.2479	6.4757	7.5925	7.7814	7.2288	7.9887	8.1699	7.0112	8.098	7.0875	8.5078	8.1241	7.4094	8.3966	8.3174	7.0444	6.6865	6.4094	6.585	8.5925	7.8704	7.1189	7.6795	6.8455	7.7879	6.5546	7.8642	7.2854	7.1293	7.7142	7.2574	8.1497	7.3487	7.8517	7.4838	8.1898	7.2854	8.2854	8.1948	7.5392	7.8455	7.3129	6.9658	8.3038	8.0821	7.2479	6.2854	8.0553	8.1344	7.4594	8.2288	8.1189	8.2854	7.9129	8.0279	8.0112	7.585	6.8329	7.3219	7.2854	7.6073	7.3576	8.3174	8.6366	7.9773	8.5925	8.3399	7.2479	7.6511	7.8265	7.6935	7.8642	8.1396	7.7682	7.2668	7.1699	6.8826	7.4009	7.0875	8.2574	7.9189	8.4094	7.5314	6.4263	7.8009	9.0056	7.1799	8.3354	7.5469	8.4757	7.9542	7.5078	7.5546	7.1085	7.9658	7.098	7.2574	7.7142	7.8329	7	7.6935	8
PRPF4B	8899	11.7545	11.2986	11.9936	11.8158	11.8242	11.4984	11.8611	11.421	11.5622	11.5063	11.7364	11.4057	11.716	11.3443	11.741	12.3859	11.5073	11.6644	11.7744	11.9359	11.9531	11.8723	11.6738	12.1173	11.5137	11.6055	11.3734	11.3287	11.1267	11.4579	11.4666	11.6922	11.4722	10.9851	11.6339	11.3443	11.4189	11.2963	12.0758	11.6773	11.8777	11.6649	11.5732	11.412	11.7797	11.5613	11.9465	11.7636	11.8708	11.2715	11.994	11.2883	11.4878	11.4226	11.6375	12.0307	11.9705	11.6711	11.7082	11.3886	12.0007	11.5897	11.5541	11.5565	11.3004	11.7561	11.3515	11.6671	11.821	11.6193	11.676	10.9858	11.7172	11.7121	12.1443	11.7091	12.0898	11.5722	12.062	11.5411	11.9905	11.3129	11.7628	11.6944	11.1344	11.8178	11.8826	11.6931	11.2318	11.8254	11.5994	11.5522	11.5435	11.6275	11.5699	11.3548	11.697	11.7013	11.8206	11.4818	11.6497	11.7181	11.2958	11.7436	11.1898	11.8122
